pclass,survived,age,sibsp,parch,fare,family_size,sex_female,sex_male,embarked_C,embarked_Q,embarked_S
1,0,0.2985383292435613,0.0,0.0,0.15458810467956932,1,0,1,1,0,0
1,1,0.6116908608312571,0.125,0.0,0.17391981561855152,2,0,1,1,0,0
1,1,0.3486427342975926,0.125,0.0,0.17391981561855152,2,1,0,1,0,0
1,0,0.8872650886284295,0.0,0.0,0.06764049365134761,1,0,1,1,0,0
1,1,0.6617952658852885,0.0,0.0,0.055628295244541985,1,0,1,1,0,0
1,1,0.23590782292602214,0.0,0.0,0.05855610025741262,1,1,0,0,0,1
1,0,0.473903746932671,0.0,0.11111111111111109,0.29953885119177276,2,0,1,0,0,1
1,1,0.7244257722028277,0.0,0.11111111111111109,0.29953885119177276,2,1,0,0,0,1
1,1,0.28601222798005344,0.0,0.11111111111111109,0.12366716556464086,2,0,1,1,0,0
1,1,0.5615864557772259,0.0,0.11111111111111109,0.12366716556464086,2,1,0,1,0,0
1,0,0.5741125570407337,0.0,0.0,0.15458810467956932,1,0,1,1,0,0
1,1,0.3110644305070691,0.125,0.0,0.1082149914547131,2,0,1,1,0,0
1,1,0.3110644305070691,0.125,0.0,0.1082149914547131,2,1,0,1,0,0
1,1,0.5991647595677494,0.125,0.0,0.14976542426236883,2,0,1,1,0,0
1,1,0.6116908608312571,0.125,0.0,0.14976542426236883,2,1,0,1,0,0
1,0,0.3486427342975926,0.0,0.0,0.08275928836380983,1,0,1,0,0,1
1,0,0.5615864557772259,0.125,0.0,0.16293234896625058,2,0,1,0,0,1
1,1,0.4363254431421475,0.125,0.0,0.16293234896625058,2,1,0,0,0,1
1,0,0.4989559494596867,0.0,0.0,0.0,1,0,1,0,0,1
1,1,0.3361166330340848,0.0,0.0,0.14976542426236883,1,0,1,1,0,0
1,1,0.3486427342975926,0.0,0.0,0.05855610025741262,1,0,1,0,0,1
1,1,0.2985383292435613,0.0,0.0,0.16231419173453318,1,1,0,1,0,0
1,0,0.6868474684123042,0.125,0.11111111111111109,0.18249984580226936,3,0,1,0,0,1
1,1,0.6492691646217807,0.125,0.11111111111111109,0.18249984580226936,3,1,0,0,0,1
1,0,0.5240081519867024,0.0,0.0,0.08295447536466788,1,0,1,0,0,1
1,0,0.3486427342975926,0.0,0.0,0.10122885832000206,1,0,1,0,0,1
1,0,0.6868474684123042,0.0,0.0,0.09759350042902103,1,0,1,0,0,1
1,1,0.19832951913549865,0.0,0.11111111111111109,0.11316786160148593,2,1,0,1,0,0
1,1,0.549060354513718,0.0,0.11111111111111109,0.11316786160148593,2,1,0,1,0,0
1,1,0.6367430633582729,0.125,0.0,0.15216446768991498,2,1,0,0,0,1
1,0,0.5240081519867024,0.125,0.0,0.10149724044618187,2,0,1,0,0,1
1,1,0.4363254431421475,0.125,0.0,0.10149724044618187,2,1,0,0,0,1
1,1,0.4363254431421475,0.0,0.0,0.05182214872781017,1,0,1,1,0,0
1,1,0.473903746932671,0.125,0.0,0.17566830077223783,2,0,1,0,0,1
1,0,0.3486427342975926,0.0,0.0,0.05991421140938287,1,0,1,1,0,0
1,1,0.4363254431421475,0.125,0.0,0.17566830077223783,2,1,0,0,0,1
1,1,0.473903746932671,0.0,0.0,0.15614960068643363,1,1,0,0,0,1
1,0,0.6242169620947651,0.0,0.0,0.05604306762136532,1,1,0,1,0,0
1,1,0.6116908608312571,0.0,0.0,0.0,1,0,1,0,0,1
1,0,0.5741125570407337,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
1,0,0.6242169620947651,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
1,0,0.4050101899833779,0.0,0.0,0.41282050681475896,1,0,1,1,0,0
1,0,0.7244257722028277,0.0,0.0,0.057970539254838485,1,0,1,1,0,0
1,0,0.5114820507231945,0.125,0.0,0.10122885832000206,2,0,1,0,0,1
1,1,0.3486427342975926,0.125,0.0,0.10122885832000206,2,1,0,0,0,1
1,1,0.5240081519867024,0.125,0.0,0.10257896680493714,2,0,1,0,0,1
1,1,0.5615864557772259,0.125,0.0,0.10257896680493714,2,1,0,0,0,1
1,0,0.3486427342975926,0.0,0.0,0.05182214872781017,1,0,1,0,0,1
1,1,0.48642984819617885,0.0,0.0,0.41250332793836464,1,1,0,0,0,1
1,1,0.6116908608312571,0.0,0.0,0.050610427826483444,1,1,0,0,0,1
1,1,0.3736949368246083,0.0,0.0,0.2077277656631713,1,1,0,1,0,0
1,1,0.4363254431421475,0.0,0.0,1.0,1,0,1,1,0,0
1,0,0.3486427342975926,0.0,0.0,0.05410739813385612,1,0,1,1,0,0
1,0,0.5240081519867024,0.0,0.0,0.05182214872781017,1,0,1,0,0,1
1,1,0.6868474684123042,0.0,0.0,0.05410739813385612,1,1,0,1,0,0
1,1,0.19832951913549865,0.0,0.11111111111111109,0.07690367833806856,2,1,0,0,0,1
1,1,0.6367430633582729,0.0,0.11111111111111109,0.07690367833806856,2,1,0,0,0,1
1,0,0.36116883556110047,0.0,0.0,0.05855610025741262,1,0,1,0,0,1
1,1,0.2609600254530378,0.0,0.0,0.15216446768991498,1,1,0,0,0,1
1,0,0.3736949368246083,0.0,0.0,0.08881008539040913,1,0,1,0,0,1
1,1,0.7244257722028277,0.0,0.0,0.28598955515321006,1,1,0,1,0,0
1,1,0.18580341787199078,0.0,0.11111111111111109,0.41250332793836464,2,1,0,0,0,1
1,0,0.3736949368246083,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
1,1,0.19832951913549865,0.0,0.0,0.16883675574220638,1,1,0,0,0,1
1,1,0.3486427342975926,0.0,0.0,0.057970539254838485,1,0,1,1,0,0
1,0,0.23590782292602214,0.125,0.0,0.10364429745562034,2,0,1,0,0,1
1,1,0.2233817216625143,0.125,0.0,0.10364429745562034,2,1,0,0,0,1
1,1,0.2985383292435613,0.0,0.0,0.09662576327876685,1,1,0,1,0,0
1,0,0.5741125570407337,0.0,0.0,0.14686201762460543,1,0,1,1,0,0
1,0,0.6743213671487964,0.0,0.0,0.10122885832000206,1,0,1,0,0,1
1,1,0.44885154440565533,0.0,0.0,0.05130978285055781,1,0,1,0,0,1
1,0,0.3486427342975926,0.125,0.0,0.16038672010106003,2,0,1,1,0,0
1,1,0.3486427342975926,0.125,0.0,0.16038672010106003,2,1,0,1,0,0
1,0,0.8121084810473824,0.0,0.0,0.05182214872781017,1,0,1,0,0,1
1,0,0.549060354513718,0.24999999999999997,0.0,0.17566830077223783,3,0,1,0,1,0
1,1,0.4112732406151318,0.125,0.0,0.17566830077223783,2,1,0,0,1,0
1,1,0.46137764566916317,0.125,0.0,0.17566830077223783,2,1,0,0,1,0
1,1,0.3736949368246083,0.125,0.0,0.11272049299551928,2,0,1,1,0,0
1,0,0.6868474684123042,0.0,0.0,0.05953203526170282,1,0,1,0,0,1
1,0,0.5866386583042416,0.0,0.0,0.08275928836380983,1,0,1,0,0,1
1,0,0.46137764566916317,0.0,0.11111111111111109,0.057970539254838485,2,0,1,1,0,0
1,1,0.38622103808811614,0.125,0.0,0.22109807522194713,2,1,0,1,0,0
1,1,0.28601222798005344,0.125,0.0,0.22109807522194713,2,1,0,1,0,0
1,0,0.7244257722028277,0.0,0.2222222222222222,0.22109807522194713,3,0,1,1,0,0
1,1,0.23590782292602214,0.0,0.2222222222222222,0.051301584996521765,3,1,0,0,0,1
1,0,0.7995823797838746,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
1,1,0.48642984819617885,0.0,0.0,0.21255864393440782,1,1,0,1,0,0
1,1,0.3486427342975926,0.0,0.0,0.05024445219987461,1,0,1,1,0,0
1,1,0.27348612671654565,0.0,0.11111111111111109,0.1209753416358076,2,1,0,1,0,0
1,0,0.8121084810473824,0.0,0.11111111111111109,0.1209753416358076,2,0,1,1,0,0
1,0,0.35490578492934655,0.0,0.0,0.05410739813385612,1,0,1,1,0,0
1,0,0.3486427342975926,0.0,0.0,0.0,1,0,1,0,0,1
1,0,0.5678495064089797,0.0,0.0,0.055628295244541985,1,0,1,0,0,1
1,0,0.28601222798005344,0.0,0.0,0.18249984580226936,1,0,1,0,0,1
1,0,0.36116883556110047,0.125,0.0,0.12999454257145598,2,0,1,0,0,1
1,1,0.27348612671654565,0.125,0.0,0.12999454257145598,2,1,0,0,0,1
1,0,0.2233817216625143,0.125,0.0,0.21255864393440782,2,0,1,1,0,0
1,1,0.21085562039900646,0.125,0.0,0.21255864393440782,2,1,0,1,0,0
1,1,0.3736949368246083,0.0,0.0,0.18249984580226936,1,1,0,0,0,1
1,1,0.6492691646217807,0.0,0.0,0.05953203526170282,1,0,1,0,0,1
1,0,0.5866386583042416,0.0,0.0,0.10149724044618187,1,0,1,0,0,1
1,1,0.699373569675812,0.0,0.11111111111111109,0.16231419173453318,2,1,0,1,0,0
1,0,0.473903746932671,0.0,0.0,0.0,1,0,1,0,0,1
1,1,0.3486427342975926,0.0,0.0,0.07729405233978466,1,0,1,0,0,1
1,0,0.27348612671654565,0.0,0.0,0.2647385704347907,1,0,1,1,0,0
1,0,0.3486427342975926,0.0,0.0,0.4440992237022602,1,0,1,1,0,0
1,1,0.5365342532502102,0.0,0.11111111111111109,0.41250332793836464,2,1,0,0,0,1
1,0,0.38622103808811614,0.0,0.0,0.09856123757927521,1,0,1,0,0,1
1,1,0.5615864557772259,0.0,0.0,0.05182214872781017,1,0,1,0,0,1
1,0,0.3486427342975926,0.0,0.0,0.09759350042902103,1,0,1,0,0,1
1,1,0.4112732406151318,0.0,0.0,0.05410739813385612,1,1,0,1,0,0
1,0,0.5741125570407337,0.0,0.0,0.15458810467956932,1,0,1,1,0,0
1,0,0.44885154440565533,0.0,0.0,0.07831878409428937,1,0,1,1,0,0
1,1,0.4112732406151318,0.0,0.0,0.16883675574220638,1,1,0,0,0,1
1,0,0.6868474684123042,0.125,0.0,0.11594107850967697,2,0,1,1,0,0
1,1,0.6743213671487964,0.125,0.0,0.11594107850967697,2,1,0,1,0,0
1,0,0.4112732406151318,0.0,0.0,0.05182214872781017,1,0,1,0,0,1
1,1,0.16075121534497513,0.24999999999999997,0.2222222222222222,0.5121218935012879,5,0,1,1,0,0
1,1,0.2233817216625143,0.24999999999999997,0.2222222222222222,0.5121218935012879,5,1,0,1,0,0
1,1,0.2609600254530378,0.24999999999999997,0.2222222222222222,0.5121218935012879,5,1,0,1,0,0
1,0,0.7620040759933512,0.125,0.3333333333333333,0.5121218935012879,5,0,1,1,0,0
1,1,0.5991647595677494,0.125,0.3333333333333333,0.5121218935012879,5,1,0,1,0,0
1,1,0.3486427342975926,0.0,0.0,0.05953203526170282,1,0,1,0,0,1
1,1,0.2985383292435613,0.0,0.0,0.13526459159462315,1,1,0,1,0,0
1,1,0.3486427342975926,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
1,1,0.4363254431421475,0.125,0.0,0.11272049299551928,2,1,0,1,0,0
1,1,0.3736949368246083,0.0,0.0,0.060507970265993034,1,1,0,1,0,0
1,1,0.42379934187863966,0.0,0.0,0.05182214872781017,1,0,1,0,0,1
1,1,0.4989559494596867,0.0,0.0,0.29953885119177276,1,1,0,0,0,1
1,1,0.4363254431421475,0.0,0.0,0.05130978285055781,1,0,1,0,0,1
1,0,0.6242169620947651,0.125,0.0,0.1091095334796455,2,0,1,0,0,1
1,1,0.48642984819617885,0.125,0.0,0.1091095334796455,2,1,0,0,0,1
1,1,0.699373569675812,0.0,0.0,0.06929138530460494,1,0,1,1,0,0
1,1,0.3486427342975926,0.0,0.0,0.06929138530460494,1,0,1,0,0,1
1,0,0.699373569675812,0.0,0.0,0.05182214872781017,1,0,1,0,0,1
1,0,0.699373569675812,0.0,0.0,0.05991421140938287,1,0,1,1,0,0
1,0,0.2985383292435613,0.125,0.0,0.11711220051482524,2,0,1,0,0,1
1,0,0.3486427342975926,0.0,0.0,0.05074862022309093,1,0,1,0,0,1
1,1,0.2233817216625143,0.125,0.0,0.11711220051482524,2,1,0,0,0,1
1,1,0.2985383292435613,0.125,0.0,0.1605739044348829,2,0,1,0,0,1
1,1,0.28601222798005344,0.125,0.0,0.1605739044348829,2,1,0,0,0,1
1,1,0.0730685065004203,0.0,0.2222222222222222,0.2625265161540666,3,0,1,1,0,0
1,1,0.5615864557772259,0.125,0.11111111111111109,0.2625265161540666,3,0,1,1,0,0
1,1,0.4989559494596867,0.125,0.11111111111111109,0.2625265161540666,3,1,0,1,0,0
1,0,0.7118996709393199,0.125,0.0,0.28598955515321006,2,0,1,1,0,0
1,1,0.3486427342975926,0.125,0.0,0.28598955515321006,2,1,0,1,0,0
1,1,0.398747139351624,0.0,0.0,0.05953203526170282,1,0,1,1,0,0
1,0,0.7745301772568589,0.0,0.0,0.05182214872781017,1,0,1,0,0,1
1,1,0.6743213671487964,0.125,0.0,0.1082149914547131,2,0,1,1,0,0
1,1,0.5365342532502102,0.125,0.0,0.1082149914547131,2,1,0,1,0,0
1,1,0.6492691646217807,0.125,0.0,0.1527664244005612,2,1,0,1,0,0
1,0,0.3486427342975926,0.0,0.0,0.05410739813385612,1,0,1,1,0,0
1,1,0.7745301772568589,0.0,0.0,0.15614960068643363,1,1,0,0,0,1
1,0,0.8371606835743981,0.125,0.0,0.4328841690069588,2,0,1,0,0,1
1,0,0.7870562785203667,0.125,0.0,0.4328841690069588,2,1,0,0,0,1
1,0,0.7620040759933512,0.0,0.0,0.06308600017332605,1,0,1,0,0,1
1,1,0.5991647595677494,0.0,0.0,0.050610427826483444,1,1,0,0,0,1
1,1,0.2233817216625143,0.0,0.2222222222222222,0.1554664461834305,3,1,0,0,0,1
1,0,0.6492691646217807,0.125,0.11111111111111109,0.1554664461834305,3,0,1,0,0,1
1,1,0.48642984819617885,0.125,0.11111111111111109,0.1554664461834305,3,1,0,0,0,1
1,1,0.5991647595677494,0.125,0.0,0.10149724044618187,2,0,1,0,0,1
1,1,0.3486427342975926,0.125,0.0,0.10149724044618187,2,1,0,0,0,1
1,0,0.6116908608312571,0.125,0.11111111111111109,0.21642978772242538,3,0,1,1,0,0
1,1,0.21085562039900646,0.0,0.2222222222222222,0.21642978772242538,3,0,1,1,0,0
1,1,0.48642984819617885,0.125,0.11111111111111109,0.21642978772242538,3,1,0,1,0,0
1,1,0.3486427342975926,0.0,0.0,0.15458810467956932,1,1,0,1,0,0
1,1,0.38622103808811614,0.0,0.0,0.05570149036986376,1,0,1,1,0,0
1,0,0.4989559494596867,0.0,0.0,0.05410739813385612,1,0,1,1,0,0
1,0,0.7620040759933512,0.0,0.0,0.06538764528744409,1,0,1,0,0,1
1,0,0.5866386583042416,0.0,0.0,0.06640417918791278,1,0,1,0,0,1
1,1,0.4363254431421475,0.0,0.0,1.0,1,1,0,1,0,0
1,0,0.7995823797838746,0.125,0.0,0.14687821814567664,2,0,1,1,0,0
1,1,0.7494779747298433,0.125,0.0,0.14687821814567664,2,1,0,1,0,0
1,0,0.7494779747298433,0.0,0.0,0.05182214872781017,1,0,1,0,0,1
1,0,0.6743213671487964,0.0,0.11111111111111109,0.15085515328815924,2,0,1,0,0,1
1,0,0.2609600254530378,0.0,0.11111111111111109,0.15085515328815924,2,0,1,0,0,1
1,1,0.6868474684123042,0.0,0.0,0.2647385704347907,1,1,0,1,0,0
1,1,0.38622103808811614,0.0,0.2222222222222222,0.32179836714362564,3,1,0,0,0,1
1,0,0.7118996709393199,0.125,0.11111111111111109,0.32179836714362564,3,0,1,0,0,1
1,1,0.5615864557772259,0.125,0.11111111111111109,0.32179836714362564,3,1,0,0,0,1
1,0,0.6242169620947651,0.125,0.11111111111111109,0.41282050681475896,3,0,1,1,0,0
1,0,0.3361166330340848,0.0,0.2222222222222222,0.41282050681475896,3,0,1,1,0,0
1,1,0.6242169620947651,0.125,0.11111111111111109,0.41282050681475896,3,1,0,1,0,0
1,1,0.2609600254530378,0.0,0.0,0.05182214872781017,1,1,0,0,0,1
1,0,0.6367430633582729,0.0,0.11111111111111109,0.11980421963065935,2,0,1,1,0,0
1,1,0.2609600254530378,0.0,0.11111111111111109,0.11980421963065935,2,0,1,1,0,0
1,0,0.3486427342975926,0.0,0.0,0.06831545030031472,1,0,1,0,0,1
1,1,0.38622103808811614,0.0,0.0,0.2625265161540666,1,1,0,1,0,0
1,1,0.3486427342975926,0.0,0.0,0.06929138530460494,1,0,1,0,0,1
1,0,0.7745301772568589,0.0,0.0,0.05182214872781017,1,0,1,0,0,1
